類別代號,類別,信筒樣式代號,信筒樣式,縣市,鄉鎮市區,村里,路名,地址描述,服務單位,聯絡電話,備註,x座標,y座標
1,限時信筒,3,四口,臺北市,中山區,中吉里,長春路129之2號,長春路郵局門口,臺北郵局松山投遞股,(02)27633182#12,收信時間17:40,121.544047,25.054562
1,限時信筒,3,四口,臺北市,中山區,聚盛里,林森北路413號,,臺北郵局松山投遞股,(02)27633182#12,收信時間16:00,121.526244,25.059622
1,限時信筒,3,四口,臺北市,中山區,晴光里,林森北路573號,圓山郵局門口,臺北郵局松山投遞股,(02)27633182#12,收信時間17:20,121.52503,25.065826
1,限時信筒,3,四口,臺北市,中山區,晴光里,德惠街9號,,臺北郵局松山投遞股,(02)27633182#12,收信時間16:00,121.522423,25.066808
1,限時信筒,3,四口,臺北市,中山區,新生里,松江路364號,松江路郵局,臺北郵局松山投遞股,(02)27633182#12,收信時間17:00,121.533231,25.066641
1,限時信筒,3,四口,臺北市,中山區,江寧里,民權東路3段2號,,臺北郵局松山投遞股,(02)27633182#12,收信時間16:00,121.540818,25.062397
1,限時信筒,3,四口,臺北市,中山區,江寧里,民生東路3段74號,,臺北郵局松山投遞股,(02)27633182#12,收信時間16:00,121.540627,25.057859
1,限時信筒,3,四口,臺北市,中山區,江寧里,復興北路368號,中山國中捷運站前,臺北郵局松山投遞股,(02)27633182#12,收信時間16:00,121.544273,25.066449
1,限時信筒,2,雙口,桃園市,新屋區,永安里,中山西路3段222號,新屋永安郵局門口,新屋郵局,(03)4777348#22,17:00,121.041156,24.987892
1,限時信筒,3,四口,臺北市,中山區,力行里,龍江路65號對面,,臺北郵局松山投遞股,(02)27633182#12,收信時間16:00,121.540972,25.068117
1,限時信筒,3,四口,臺北市,中山區,力行里,復興北路40號,中崙郵局門口,臺北郵局松山投遞股,(02)27633182#12,收信時間17:40,121.544273,25.066449
1,限時信筒,3,四口,臺北市,中山區,朱馥里,建國北路2段33號,建北郵局門口,臺北郵局松山投遞股,(02)27633182#12,收信時間17:30,121.536809,25.053605
1,限時信筒,2,雙口,桃園市,新屋區,新生里,中山路279號,新屋郵局門口,新屋郵局,(03)4777348#22,17:00,121.104559,24.972489
1,限時信筒,3,四口,臺北市,中山區,朱園里,長安東路2段97號,長安郵局門口,臺北郵局松山投遞股,(02)27633182#12,收信時間18:00,121.53001,25.048563
1,限時信筒,3,四口,臺北市,中山區,朱園里,松江路65號,,臺北郵局松山投遞股,(02)27633182#12,收信時間16:00,121.533231,25.066641
1,限時信筒,3,四口,臺北市,中山區,興亞里,松江路70號,,臺北郵局松山投遞股,(02)27633182#12,收信時間16:00,121.533231,25.066641
1,限時信筒,3,四口,臺北市,中山區,興亞里,吉林路15號,長安國小門口,臺北郵局松山投遞股,(02)27633182#12,收信時間16:00,121.530445,25.068325
1,限時信筒,3,四口,臺北市,中山區,正守里,長安東路1段77號,,臺北郵局松山投遞股,(02)27633182#12,收信時間16:00,121.521603,25.049845
1,限時信筒,3,四口,臺北市,中山區,正得里,長安東路1段23號,,臺北郵局松山投遞股,(02)27633182#12,收信時間16:00,121.521603,25.049845
1,限時信筒,3,四口,臺北市,中山區,正義里,南京東路1段118號,,臺北郵局松山投遞股,(02)27633182#12,收信時間16:00,121.522525,25.052224
1,限時信筒,3,四口,臺北市,中山區,興亞里,南京東路2段72號,,臺北郵局松山投遞股,(02)27633182#12,收信時間16:00,121.530051,25.052081
1,限時信筒,3,四口,臺北市,中山區,埤頭里,南京東路2段220號,,臺北郵局松山投遞股,(02)27633182#12,收信時間16:00,121.530051,25.052081
2,限時信箱,2,雙口,臺北市,士林區,三玉里,士東路190號,106支法院郵局,臺北郵局士林投遞股,(02)28859358,收信時間17:00,121.53333,25.11209
2,限時信箱,2,雙口,臺北市,士林區,百齡里,華齡街31號,,臺北郵局士林投遞股,(02)288859358,收信時間16:30,121.51934,25.08362
1,限時信筒,3,四口,臺北市,士林區,義方里,基河路175號,基河路、小西街口,臺北郵局士林投遞股,(02)28859358,收信時間16:30,121.523133,25.08943
1,限時信筒,2,雙口,桃園市,八德區,大慶里,介壽路一段842號,八德大湳郵局門口,八德大湳郵局,(03)3619534,17:00,121.299608,24.961272
1,限時信筒,2,雙口,桃園市,八德區,瑞發里,介壽路二段1030號,更寮腳郵局門口,八德大湳郵局,(03)3619534,17:05,121.297179,24.932943
1,限時信筒,2,雙口,桃園市,八德區,福興里,建國路18號,八德郵局門口,八德大湳郵局,(03)3619534,17:00,121.284898,24.931088
1,限時信筒,2,雙口,桃園市,八德區,高明里,永豐路581號,高城郵局門口,八德大湳郵局,(03)3619534,17:00,121.272007,24.975322
1,限時信筒,2,雙口,臺北市,北投區,湖山里,湖山路1段9號,,臺北郵局士林投遞股陽明山段,(02)28618370#18,收信時間10:00,121.54683099999998,25.152330000000003
1,限時信筒,1,單口,臺北市,士林區,陽明里,格致路45號,,臺北郵局士林投遞股陽明山段,(02)28618370#18,收信時間16:30,121.54642,25.13747
1,限時信筒,2,雙口,臺北市,北投區,湖山里,紗帽路139之1號,124支陽明山郵局,臺北郵局士林投遞股陽明山段,(02)28618370#18,收信時間11:00,121.54530100000001,25.151858999999998
1,限時信筒,2,雙口,桃園市,八德區,大華里,介壽路二段298號,八德麻園郵局門口,八德大湳郵局,(03)3619534,17:05,121.299313,24.957464
7,限時信筒， 普通信筒,4,普通單口/限時單口,臺北市,士林區,陽明里,華岡路55號,125支文化大學郵局,臺北郵局士林投遞股陽明山段,(02)28618370#18,收信時間17:00,121.53872,25.13588
1,限時信筒,2,雙口,臺北市,士林區,仁勇里,文林路162號,28支士林郵局,臺北郵局士林投遞股,(02)28859358,收信時間17:30,121.52685,25.08918
2,限時信箱,2,雙口,臺北市,士林區,福林里,臨溪路70號,86支東吳大學郵局,臺北郵局士林投遞股,(02)28859358,收信時間17:00,121.5463,25.09405
7,限時信筒， 普通信筒,4,普通單口/限時單口,臺北市,士林區,東山里,士東路286巷36號,105支芝山郵局,臺北郵局士林投遞股,(02)28859358,收信時間17:00,121.53747,25.11154
1,限時信筒,2,雙口,基隆市,信義區,,信二路234號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.751944,25.129722
1,限時信筒,2,雙口,基隆市,信義區,,信二路178號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.753428,25.129513
1,限時信筒,2,雙口,基隆市,信義區,,信二路74巷口,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.756111,25.129444
1,限時信筒,2,雙口,基隆市,信義區,,東明路79號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.761944,25.1275
5,限時普通雙用信筒,2,雙口,基隆市,信義區,,東信路1號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.768055,25.127777
1,限時信筒,3,四口,臺北市,士林區,忠誠里,忠誠路1段52號,83支蘭雅郵局,臺北郵局士林投遞股,(02)28859358,收信時間17:30,121.52688,25.10463
3,普通信筒,2,雙口,基隆市,中正區,,中正路56號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.745507,25.134185
7,限時信筒， 普通信筒,4,普通單口/限時單口,臺北市,士林區,天玉里,天玉街12號,天母國小,臺北郵局士林投遞股,(02)28859358,收信時間16:30,121.52738599999999,25.120231000000004
1,限時信筒,2,雙口,臺北市,士林區,福華里,通河街85號,,臺北郵局士林投遞股,(02)28859358,收信時間16:30,121.52189,25.08037
1,限時信筒,2,雙口,臺北市,士林區,百齡里,前港街126號,,臺北郵局士林投遞股,(02)28859358,收信時間16:30,121.51766,25.08524
1,限時信筒,2,雙口,基隆市,中正區,,北寧路2號,海洋大學郵局,基隆郵局快捷股,(02)24210114,收信時間16:00,121.772388,25.150867
1,限時信筒,2,雙口,基隆市,中正區,,中船路112巷28號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.752078,25.138349
1,限時信筒,2,雙口,基隆市,中正區,,中正路330號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.76092,25.142803
1,限時信筒,2,雙口,基隆市,中正區,,東六號碼頭,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.746666,25.131666
1,限時信筒,2,雙口,基隆市,中正區,,義一路80號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.746388,25.133611
1,限時信筒,2,雙口,基隆市,中正區,,中正路102號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.749444,25.137499
1,限時信筒,2,雙口,基隆市,中正區,,祥豐街74號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.764444,25.142222
1,限時信筒,2,雙口,臺北市,士林區,後港里,大南路317號,,臺北郵局士林投遞股,(02)28859358,收信時間16:30,121.51801,25.08588
1,限時信筒,2,雙口,臺北市,士林區,後港里,承德路5段80號,北區監理所,臺北郵局士林投遞股,(02)28859358,收信時間16:30,121.513858,25.096101
1,限時信筒,2,雙口,臺北市,士林區,社園里,社中街271號,,臺北郵局士林投遞股,(02)28859358,收信時間16:30,121.50669,25.09181
1,限時信筒,2,雙口,臺北市,士林區,永倫里,社中街436號,,臺北郵局士林投遞股,(02)28859358,收信時間16:30,121.50223,25.0917
1,限時信筒,2,雙口,臺北市,士林區,社新里,延平北路6段197號,126支社新里郵局,臺北郵局士林投遞股,(02)28859358,收信時間17:00,121.50584,25.08938
1,限時信筒,2,雙口,臺北市,士林區,葫蘆里,延平北路5段283號,,臺北郵局士林投遞股,(02)28859358,收信時間16:30,121.5095,25.08556
1,限時信筒,2,雙口,臺北市,士林區,葫蘆里,中正路657號,,臺北郵局士林投遞股,(02)28859358,收信時間16:30,121.50755,25.08587
1,限時信筒,2,雙口,臺北市,士林區,葫東里,中正路601號,,臺北郵局士林投遞股,(02)28859358,收信時間16:30,121.510042,25.086632
1,限時信筒,2,雙口,基隆市,中正區,,祥豐街198號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.768055,25.144722
1,限時信筒,2,雙口,基隆市,中正區,,八斗街16號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.796388,25.14
1,限時信筒,2,雙口,基隆市,中正區,,環港街5號,環港街漁市場,基隆郵局快捷股,(02)24210114,收信時間16:00,121.792777,25.141666
1,限時信筒,2,雙口,基隆市,中正區,,平一路56號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.765,25.156388
1,限時信筒,2,雙口,基隆市,中正區,,和一路199號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.764166,25.154722
1,限時信筒,2,雙口,基隆市,中正區,,和一路129號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.765173,25.154896
1,限時信筒,2,雙口,基隆市,中正區,,中正路393巷18號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.766077,25.151098
1,限時信筒,2,雙口,基隆市,中正區,,中正路371號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.763611,25.149444
1,限時信筒,2,雙口,基隆市,中正區,,北寧路2號,海大男宿舍,基隆郵局快捷股,(02)24210114,收信時間16:00,121.772388,25.150867
1,限時信筒,2,雙口,基隆市,中正區,,新豐街482號2樓,新豐街郵局,基隆郵局快捷股,(02)24210114,收信時間16:00,121.785083,25.135611
1,限時信筒,2,雙口,基隆市,中正區,,義一路1號,基隆市政府,基隆郵局快捷股,(02)24210114,收信時間16:00,121.744722,25.131666
5,限時普通雙用信筒,2,雙口,基隆市,中山區,,安一路146號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.735277,25.131666
1,限時信筒,2,雙口,臺北市,士林區,福順里,延平北路5段150號,42支社子郵局,臺北郵局士林投遞股,(02)28859358,收信時間17:30,121.51045,25.0825
1,限時信筒,2,雙口,臺北市,士林區,葫東里,重慶北路4段132號,,臺北郵局士林投遞股,(02)28859358,收信時間16:30,121.511887,25.083999
1,限時信筒,2,雙口,臺北市,士林區,葫東里,重慶北路4段202號,,臺北郵局士林投遞股,(02)28859358,收信時間16:30,121.51169,25.08532
1,限時信筒,2,雙口,臺北市,士林區,福佳里,中正路420號,73支中正路郵局,臺北郵局士林投遞股,(02)28859358,收信時間17:30,121.519743,25.093459000000003
1,限時信筒,2,雙口,臺北市,士林區,福德里,中正路439號,士林行政中心,臺北郵局士林投遞股,(02)28859358,收信時間16:30,121.520126,25.093077
1,限時信筒,2,雙口,臺北市,士林區,前港里,福港街149巷2號,77支後港郵局,臺北郵局士林投遞股,(02)28859358,收信時間17:30,121.51831,25.08742
7,限時信筒， 普通信筒,4,普通單口/限時單口,臺北市,士林區,後港里,承德路4段172號,,臺北郵局士林投遞股,(02)28859358,收信時間16:30,121.52261,25.08665
1,限時信筒,2,雙口,臺北市,士林區,承德里,基河路14號,123支劍潭郵局,臺北郵局士林投遞股,(02)28859358,收信時間17:30,121.52398,25.08188
1,限時信筒,2,雙口,基隆市,中山區,,復興路38號,復興路郵局,基隆郵局快捷股,(02)24210114,收信時間16:00,121.726729,25.141835
1,限時信筒,2,雙口,基隆市,中山區,,復興路204號,收信時間16:00,基隆郵局快捷股,(02)24210114,消防隊,121.726944,25.145833
1,限時信筒,2,雙口,基隆市,中山區,,復興路278號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.726111,25.148611
1,限時信筒,2,雙口,基隆市,中山區,,復興路336,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.729166,25.150833
1,限時信筒,2,雙口,臺北市,士林區,永福里,仰德大道2段2巷20號,台灣神學院院內,臺北郵局士林投遞股,(02)28859358,收信時間16:30,121.54072,25.10152
1,限時信筒,2,雙口,基隆市,中山區,,光華路19號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.744722,25.152777
1,限時信筒,2,雙口,臺北市,士林區,芝山里,仰德大道1段91巷,91巷口,臺北郵局士林投遞股,(02)28859358,收信時間16:30,121.538087,25.104323
1,限時信筒,2,雙口,基隆市,中山區,,仙洞街65號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.726494,25.147805
1,限時信筒,2,雙口,基隆市,中山區,,中華路3號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.73838,25.144814
1,限時信筒,2,雙口,基隆市,中山區,,中山二路101號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.739444,25.140277
1,限時信筒,2,雙口,基隆市,中山區,,中山二路53號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.740555,25.138055
1,限時信筒,2,雙口,基隆市,中山區,,中山一路263號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.740277,25.135555
1,限時信筒,2,雙口,臺北市,士林區,翠山里,明溪街15號,116支雙溪郵局,臺北郵局士林投遞股,(02)28859358,收信時間16:30,121.56515,25.107
1,限時信筒,2,雙口,基隆市,中山區,,中山一路101號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.738055,25.132222
1,限時信筒,2,雙口,基隆市,中山區,,新民路19號,新民郵局,基隆郵局快捷股,(02)24210114,收信時間16:00,121.736304,25.13058
1,限時信筒,2,雙口,臺北市,士林區,翠山里,至善路2段221號,59支故宮郵局,臺北郵局士林投遞股,(02)28859358,收信時間17:00,121.54872,25.10247
1,限時信筒,2,雙口,臺北市,士林區,福志里,福林路247號,,臺北郵局士林投遞股,(02)28859358,收信時間16:30,121.53492,25.09835
1,限時信筒,2,雙口,臺北市,士林區,福志里,志成街36號,福林國小後門,臺北郵局士林投遞股,(02)28859358,收信時間16:30,121.53021,25.09733
7,限時信筒， 普通信筒,4,普通單口/限時單口,臺北市,士林區,岩山里,至誠路1段62巷72號,,臺北郵局士林投遞股,(02)28859358,收信時間16:30,121.534813,25.102504
1,限時信筒,2,雙口,臺北市,士林區,名山里,至誠路2段70號,129支名山里郵局,臺北郵局士林投遞股,(02)28859358,收信時間17:00,121.52832,25.10176
1,限時信筒,2,雙口,臺北市,士林區,岩山里,雨聲街105號,陽明醫院,臺北郵局士林投遞股,(02)28859358,收信時間16:30,121.53195,25.10506
1,限時信筒,2,雙口,臺北市,士林區,舊街里,中山北路5段697號,,臺北郵局士林投遞股,(02)28859358,收信時間16:30,121.52719,25.09774
1,限時信筒,2,雙口,臺北市,士林區,舊街里,中正路214號,,臺北郵局士林投遞股,(02)28859358,收信時間16:30,121.52618,25.09555
1,限時信筒,2,雙口,基隆市,安樂區,,安一路284巷3號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.73,25.132222
1,限時信筒,2,雙口,基隆市,安樂區,,安一路360號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.730833,25.134166
1,限時信筒,2,雙口,臺北市,士林區,公館里,永公路245巷52號,,臺北郵局士林投遞股,(02)28859358,收信時間16:30,121.55998,25.12574
1,限時信筒,2,雙口,基隆市,安樂區,,基金一路36號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.723611,25.136388
1,限時信筒,2,雙口,基隆市,安樂區,,基金一路115號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.718333,25.138611
1,限時信筒,2,雙口,基隆市,安樂區,,樂利三街32巷口,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.712222,25.126388
1,限時信筒,2,雙口,基隆市,安樂區,,樂利三街261號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.715788,25.12667
1,限時信筒,2,雙口,臺北市,士林區,新安里,仰德大道3段47巷,47巷口,臺北郵局士林投遞股,(02)28859358,收信時間16:30,121.55217,25.1181
1,限時信筒,2,雙口,基隆市,安樂區,,武訓街59號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.699166,25.148611
1,限時信筒,2,雙口,基隆市,安樂區,,基金一路131-24號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.711491,25.140226
1,限時信筒,2,雙口,基隆市,安樂區,,安樂路二段132號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.723951,25.121579
1,限時信筒,2,雙口,臺北市,士林區,永福里,仰德大道2段141號,林語堂故居,臺北郵局士林投遞股,(02)28859358,收信時間16:30,121.54688,25.10976
1,限時信筒,2,雙口,臺北市,士林區,福德里,文林路406號,,臺北郵局士林投遞股,(02)28859358,收信時間16:30,121.52501,25.09397
1,限時信筒,2,雙口,臺北市,士林區,忠誠里,德行東路46巷,石油新村門口,臺北郵局士林投遞股,(02)28859358,收信時間16:30,121.52626,25.10685
1,限時信筒,2,雙口,基隆市,暖暖區,,八堵路60號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.734999,25.110833
1,限時信筒,2,雙口,基隆市,暖暖區,,八堵路142號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.729166,25.108333
1,限時信筒,2,雙口,臺北市,士林區,天福里,天母東路83號,,臺北郵局士林投遞股,(02)28859358,收信時間16:30,121.53552,25.11827
7,限時信筒， 普通信筒,4,普通單口/限時單口,臺北市,士林區,天山里,天玉街38巷16弄2號,,臺北郵局士林投遞股,(02)28859358,收信時間16:30,121.52957599999999,25.119825000000006
1,限時信筒,2,雙口,基隆市,暖暖區,,過港路58號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.737782,25.105222
1,限時信筒,2,雙口,基隆市,暖暖區,,暖暖街190號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.735548,25.09933
1,限時信筒,2,雙口,臺北市,士林區,蘭雅里,中山北路6段337號,,臺北郵局士林投遞股,(02)28859358,收信時間16:30,121.52576,25.11166
1,限時信筒,2,雙口,基隆市,暖暖區,,源遠路341號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.758246,25.099641
7,限時信筒， 普通信筒,4,普通單口/限時單口,臺北市,士林區,蘭雅里,中山北路6段197號,,臺北郵局士林投遞股,(02)28859358,收信時間16:30,121.52493,25.10805
1,限時信筒,2,雙口,臺北市,士林區,蘭雅里,中山北路6段53號,,臺北郵局士林投遞股,(02)28859358,收信時間16:30,121.52461,25.1043
1,限時信筒,2,雙口,臺北市,士林區,福德里,大東路140號,士林第二代辦所,臺北郵局士林投遞股,(02)28859358,收信時間16:30,121.52547,25.09202
7,限時信筒， 普通信筒,4,普通單口/限時單口,臺北市,士林區,仁勇里,大北路55號,,臺北郵局士林投遞股,(02)28859358,收信時間16:30,121.52556,25.08997
1,限時信筒,2,雙口,基隆市,七堵區,,崇智街60號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.713888,25.099722
1,限時信筒,2,雙口,基隆市,七堵區,,工東路64號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.706222,25.095341
1,限時信筒,2,雙口,基隆市,七堵區,,工建路172號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.701111,25.091388
1,限時信筒,2,雙口,基隆市,七堵區,,實踐路296號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.696388,25.088333
1,限時信筒,2,雙口,基隆市,七堵區,,百三街92號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.697222,25.081666
2,限時信箱,2,雙口,臺北市,大安區,黎元里,安居街109號,,臺北郵局大安投遞股,(02)27075847,收信時間16:00,121.55551,25.02155
1,限時信筒,2,雙口,基隆市,七堵區,,百五街93號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.697764,25.084278
1,限時信筒,2,雙口,基隆市,七堵區,,明德一路171號,,基隆郵局快捷股,(02)24210114,收信時間16:00,121.712716,25.097085
1,限時信筒,3,四口,臺北市,大安區,敦安里,信義路4段199巷2號,巷口前,臺北郵局大安投遞股,(02)27075847,收信時間16:00,121.545948,25.033262
1,限時信筒,3,四口,臺北市,大安區,建倫里,忠孝東路4段210號,,臺北郵局大安投遞股,(02)27075847,收信時間16:00,121.54607,25.041577
1,限時信筒,2,雙口,桃園市,觀音區,大同里,新華路二段596號,觀音新坡郵局門口,觀音新坡郵局,(03)4989875,15:30,121.137369,25.011217
1,限時信筒,3,四口,臺北市,大安區,正聲里,忠孝東路4段290號,第6代辦所,臺北郵局大安投遞股,(02)27075847,收信時間16:00,121.54607,25.041577
1,限時信筒,3,四口,臺北市,大安區,正聲里,忠孝東路4段320號,第23代辦所,臺北郵局大安投遞股,(02)27075847,收信時間16:00,121.54607,25.041577
1,限時信筒,2,雙口,桃園市,觀音區,觀音里,中山路40號,觀音郵局門口,觀音新坡郵局,(03)4989875,17:00,121.084468,25.035166
1,限時信筒,2,雙口,桃園市,觀音區,樹林里,工業五路3號,觀音工業區郵局門口,觀音新坡郵局,(03)4989875,17:00,121.117742,25.05309
1,限時信筒,3,四口,臺北市,大安區,正聲里,光復南路288號,麥當勞前,臺北郵局大安投遞股,(02)27075847,收信時間16:00,121.556005,25.039481
1,限時信筒,3,四口,臺北市,大安區,仁愛里,仁愛路4段85號,國泰世華銀行前,臺北郵局大安投遞股,(02)27075847,收信時間16:00,121.543678,25.037763
1,限時信筒,3,四口,臺北市,大安區,仁愛里,仁愛路4段25號,第41代辦所,臺北郵局大安投遞股,(02)27075847,收信時間16:00,121.543678,25.037763
1,限時信筒,3,四口,臺北市,大安區,民輝里,仁愛路3段47號,24支,臺北郵局大安投遞股,(02)27075847,收信時間16:00,121.532826,25.038188
1,限時信筒,3,四口,臺北市,大安區,光明里,信義路2段36號,,臺北郵局大安投遞股,(02)27075847,收信時間16:00,121.524405,25.034205
1,限時信筒,3,四口,臺北市,大安區,錦泰里,愛國東路216號,91支,臺北郵局大安投遞股,(02)27075847,收信時間16:00,121.525846,25.031755999999998
1,限時信筒,3,四口,臺北市,大安區,龍安里,和平東路1段155號,7支,臺北郵局大安投遞股,(02)27075847,收信時間16:00,121.525937,25.026765
1,限時信筒,3,四口,臺北市,大安區,錦安里,金山南路2段235-1號,,臺北郵局大安投遞股,(02)27075847,收信時間16:00,121.52620499999999,25.027237
1,限時信筒,3,四口,臺北市,大安區,永康里,金華街187號,政治大學前,臺北郵局大安投遞股,(02)27075847,收信時間16:00,121.528351,25.030214
1,限時信筒,3,四口,臺北市,大安區,永康里,金華街199巷7號,互盛影印對面,臺北郵局大安投遞股,(02)27075847,收信時間16:00,121.528351,25.030214
1,限時信筒,3,四口,臺北市,大安區,永康里,金山南路2段55號,中華郵政股份有限公司前,臺北郵局大安投遞股,(02)27075847,收信時間16:00,121.527105,25.032156999999998
1,限時信筒,3,四口,臺北市,大安區,永康里,信義路2段158號,永豐銀行,臺北郵局大安投遞股,(02)27075847,收信時間16:00,121.527617,25.033311
1,限時信筒,3,四口,臺北市,大安區,法治里,樂利路97號,,臺北郵局大安投遞股,(02)27075847,收信時間16:00,121.551969,25.025853
1,限時信筒,3,四口,臺北市,大安區,法治里,通化街247號,自助郵局前,臺北郵局大安投遞股,(02)27075847,收信時間16:00,121.554258,25.033093
1,限時信筒,2,雙口,臺北市,大安區,龍雲里,復興南路2段65號,,臺北郵局大安投遞股,(02)27075847,收信時間16:00,121.54355,25.033312
1,限時信筒,2,雙口,臺北市,大安區,仁慈里,復興南路1段303號,,臺北郵局大安投遞股,(02)27075847,收信時間16:00,121.544807,25.035606
1,限時信筒,3,四口,臺北市,大安區,敦煌里,安和路1段115號,,臺北郵局大安投遞股,(02)27075847,收信時間16:00,121.552436,25.033186
1,限時信筒,2,雙口,臺北市,大安區,建倫里,安和路1段10號,,臺北郵局大安投遞股,(02)27075847,收信時間16:00,121.552436,25.033186
1,限時信筒,3,四口,臺北市,大安區,建倫里,忠孝東路4段170巷9號,108支,臺北郵局大安投遞股,(02)27075847,收信時間16:00,121.55082499999999,25.040616999999997
1,限時信筒,3,四口,臺北市,大安區,車層里,仁愛路4段343號,中國信託前,臺北郵局大安投遞股,(02)27075847,收信時間16:00,121.543678,25.037763
1,限時信筒,2,雙口,臺北市,大安區,錦泰里,潮州街57號,,臺北郵局大安投遞股,(02)27075847,收信時間16:00,121.524416,25.029461
1,限時信筒,2,雙口,臺北市,大安區,福住里,永康街8-1號,對面公園邊,臺北郵局大安投遞股,(02)27075847,收信時間16:00,121.530018,25.033687
1,限時信筒,2,雙口,臺北市,大安區,義安里,信義路4段184號,東側,臺北郵局大安投遞股,(02)27075847,收信時間16:00,121.545948,25.033262
1,限時信筒,2,雙口,臺北市,大安區,義安里,安和路2段82號,國家大廈,臺北郵局大安投遞股,(02)27075847,收信時間16:00,121.552436,25.033186
1,限時信筒,2,雙口,臺北市,大安區,全安里,安和路2段187號,,臺北郵局大安投遞股,(02)27075847,收信時間16:00,121.552436,25.033186
1,限時信筒,2,雙口,臺北市,大安區,通化里,通化街1號,北側,臺北郵局大安投遞股,(02)27075847,收信時間16:00,121.554501,25.031743
1,限時信筒,2,雙口,臺北市,大安區,黎和里,臥龍街275號,加油站邊,臺北郵局大安投遞股,(02)27075847,收信時間16:00,121.561209,25.014271
1,限時信筒,2,雙口,臺北市,大安區,黎元里,臥龍街188巷45號,臥龍街公園邊,臺北郵局大安投遞股,(02)27075847,收信時間16:00,121.546666,25.02464
1,限時信筒,2,雙口,臺北市,大安區,虎嘯里,和平東路3段60號,,臺北郵局大安投遞股,(02)27075847,收信時間16:00,121.547792,25.024585
1,限時信筒,2,雙口,臺北市,大安區,義安里,敦化南路2段9號,,臺北郵局大安投遞股,(02)27075847,收信時間16:00,121.548893,25.032921
1,限時信筒,2,雙口,臺北市,大安區,龍陣里,復興南路2段140號,,臺北郵局大安投遞股,(02)27075847,收信時間16:00,121.54355,25.033312
1,限時信筒,2,雙口,臺北市,大安區,學府里,羅斯福路4段1號,台灣大學內福利社23支,臺北郵局大安投遞股,(02)27075847,收信時間16:00,121.539821,25.01047
1,限時信筒,2,雙口,臺北市,大安區,學府里,長興街60號,中華經濟研究所對面,臺北郵局大安投遞股,(02)27075847,收信時間16:00,121.543518,25.017831
1,限時信筒,2,雙口,臺北市,大安區,學府里,基隆路3段155巷109號,雜貨店邊,臺北郵局大安投遞股,(02)27075847,收信時間16:00,121.548688,25.020966
1,限時信筒,2,雙口,臺北市,大安區,學府里,基隆路4段43號,台科大內 90支,臺北郵局大安投遞股,(02)27075847,收信時間16:00,121.537327,25.01133
1,限時信筒,2,雙口,臺北市,大安區,大學里,羅斯福路3段281號,中國信託前,臺北郵局大安投遞股,(02)27075847,收信時間16:00,121.530564,25.019707
